Passenger ID,TravelDistance,TravelTime,Cost,Take Uber,Waiting Time
0,4.0,-121.2,6.91,true,121.0
1,5.0,-122.9,8.1,true,120.0
2,4.0,-132.4,6.91,true,120.0
3,10.0,-133.1,14.05,true,120.0
4,2.0,-136.1,4.529999999999999,true,121.0
5,1.0,-138.5,3.34,true,120.0
6,2.0,-262.8,4.529999999999999,true,240.0
7,3.0,-145.4,5.72,true,120.0
8,2.0,-145.60000000000002,4.529999999999999,true,120.0
9,3.0,-148.9,5.72,true,120.0
10,1.0,-150.70000000000002,3.34,true,120.0
11,5.0,-155.60000000000002,8.1,true,120.0
12,1.0,-156.0,3.34,true,120.0
13,4.0,-164.5,6.91,true,121.0
14,1.0,-163.70000000000002,3.34,true,120.0
15,3.0,-164.9,5.72,true,121.0
16,1.0,-164.20000000000002,3.34,true,120.0
17,5.0,-165.40000000000003,8.1,true,120.0
18,1.0,-169.60000000000002,3.34,true,120.0
19,5.0,-291.40000000000003,8.1,true,240.0
20,1.0,-173.50000000000003,3.34,true,121.0
21,1.0,-173.20000000000005,3.34,true,120.0
22,5.0,-173.60000000000002,8.1,true,120.0
23,2.0,-174.30000000000004,4.529999999999999,true,120.0
24,5.0,-175.60000000000002,8.1,true,120.0
25,3.0,-177.90000000000003,5.72,true,121.0
26,4.0,-177.50000000000006,6.91,true,120.0
27,2.0,-179.50000000000006,4.529999999999999,true,120.0
28,1.0,-179.70000000000005,3.34,true,120.0
29,1.0,-182.10000000000005,3.34,true,120.0
30,2.0,-184.50000000000003,4.529999999999999,true,120.0
31,2.0,-185.8,4.529999999999999,true,121.0
32,5.0,-191.8,8.1,true,121.0
33,1.0,-192.0,3.34,true,120.0
34,5.0,-195.5,8.1,true,121.0
35,2.0,-196.9,4.529999999999999,true,120.0
36,5.0,-200.0,8.1,true,121.0
