Passenger ID,TravelDistance,TravelTime,Cost,Take Uber,Waiting Time
0,4.0,360.0,6.91,true,121.0
1,5.0,450.0,8.1,true,120.0
2,4.0,360.0,6.91,true,120.0
3,10.0,899.9999999999999,14.05,true,120.0
4,2.0,180.00000000000003,4.529999999999999,true,121.0
5,1.0,90.0,3.34,true,120.0
6,2.0,180.0,4.529999999999999,true,240.0
7,3.0,270.0,5.72,true,120.0
8,2.0,180.0,4.529999999999999,true,120.0
9,3.0,270.0,5.72,true,120.0
10,1.0,90.0,3.34,true,120.0
11,5.0,450.0,8.1,true,120.0
12,1.0,90.0,3.34,true,120.0
13,4.0,360.0,6.91,true,121.0
14,1.0,90.0,3.34,true,120.0
15,3.0,270.0,5.72,true,121.0
16,1.0,90.0,3.34,true,120.0
17,5.0,450.00000000000006,8.1,true,120.0
18,1.0,90.0,3.34,true,120.0
19,5.0,450.00000000000006,8.1,true,240.0
20,1.0,89.99999999999997,3.34,true,121.0
21,1.0,90.0,3.34,true,120.0
22,5.0,450.0,8.1,true,120.0
23,2.0,180.00000000000003,4.529999999999999,true,120.0
24,5.0,450.0,8.1,true,120.0
25,3.0,270.0,5.72,true,121.0
26,4.0,359.99999999999994,6.91,true,120.0
27,2.0,180.0,4.529999999999999,true,120.0
28,1.0,90.0,3.34,true,120.0
29,1.0,89.99999999999997,3.34,true,120.0
30,2.0,179.99999999999997,4.529999999999999,true,120.0
31,2.0,180.0,4.529999999999999,true,121.0
32,5.0,449.99999999999994,8.1,true,121.0
33,1.0,90.0,3.34,true,120.0
34,5.0,450.0,8.1,true,121.0
35,2.0,179.99999999999997,4.529999999999999,true,120.0
36,5.0,450.0,8.1,true,121.0
37,8.0,720.0,11.67,true,120.0
38,1.0,90.0,3.34,true,121.0
39,4.0,360.0,6.91,true,120.0
40,1.0,90.0,3.34,true,121.0
41,1.0,90.0,3.34,true,120.0
42,2.0,180.0,4.529999999999999,true,120.0
43,1.0,89.99999999999997,3.34,true,121.0
44,5.0,450.00000000000006,8.1,true,120.0
45,1.0,90.0,3.34,true,120.0
46,1.0,90.0,3.34,true,121.0
47,11.0,990.0,15.239999999999998,true,120.0
48,8.0,720.0,11.67,true,120.0
49,4.0,359.99999999999994,6.91,true,120.0
50,2.0,180.0,4.529999999999999,true,121.0
51,4.0,360.0,6.91,true,120.0
52,5.0,449.99999999999994,8.1,true,120.0
53,1.0,90.0,3.34,true,121.0
54,4.0,360.0,6.91,true,120.0
55,2.0,180.0,4.529999999999999,true,120.0
56,2.0,179.99999999999997,4.529999999999999,true,120.0
57,4.0,360.0,6.91,true,120.0
58,4.0,360.0,6.91,true,120.0
59,5.0,449.99999999999994,8.1,true,120.0
60,3.0,270.0,5.72,true,121.0
61,2.0,180.0,4.529999999999999,true,121.0
62,4.0,360.0,6.91,true,240.0
63,2.0,180.0,4.529999999999999,true,240.0
64,2.0,180.00000000000003,4.529999999999999,true,120.0
65,2.0,180.0,4.529999999999999,true,121.0
66,3.0,270.00000000000006,5.72,true,120.0
67,6.0,540.0,9.29,true,120.0
68,4.0,360.0,6.91,true,120.0
69,4.0,359.99999999999994,6.91,true,120.0
70,3.0,270.0,5.72,true,121.0
71,4.0,360.0,6.91,true,120.0
72,2.0,180.0,4.529999999999999,true,120.0
73,1.0,90.0,3.34,true,120.0
74,1.0,90.0,3.34,true,121.0
75,4.0,360.0,6.91,true,121.0
76,2.0,180.0,4.529999999999999,true,121.0
77,4.0,360.0,6.91,true,240.0
78,7.0,630.0,10.48,true,240.0
79,1.0,90.0,3.34,true,120.0
80,1.0,90.0,3.34,true,120.0
81,1.0,90.0,3.34,true,240.0
82,4.0,360.0,6.91,true,120.0
83,1.0,90.0,3.34,true,120.0
84,6.0,540.0,9.29,true,240.0
85,4.0,360.0,6.91,true,122.0
86,4.0,360.0,6.91,true,120.0
87,3.0,270.0,5.72,true,121.0
88,2.0,180.0,4.529999999999999,true,120.0
89,2.0,180.0,4.529999999999999,true,120.0
90,2.0,180.0,4.529999999999999,true,120.0
91,1.0,90.0,3.34,true,120.0
92,4.0,360.0,6.91,true,120.0
93,1.0,89.99999999999994,3.34,true,241.0
94,1.0,90.0,3.34,true,120.0
95,4.0,359.99999999999994,6.91,true,120.0
96,1.0,90.0,3.34,true,120.0
97,2.0,180.0,4.529999999999999,true,120.0
98,1.0,90.0,3.34,true,121.0
99,3.0,270.0,5.72,true,121.0
100,3.0,269.99999999999994,5.72,true,120.0
101,3.0,270.0,5.72,true,121.0
102,2.0,180.0,4.529999999999999,true,240.0
103,3.0,270.0,5.72,true,122.0
104,6.0,540.0,9.29,true,240.0
105,2.0,180.0,4.529999999999999,true,121.0
106,6.0,540.0,9.29,true,121.0
107,4.0,360.00000000000006,6.91,true,120.0
108,4.0,360.0,6.91,true,120.0
109,1.0,90.0,3.34,true,121.0
110,3.0,270.0,5.72,true,122.0
111,2.0,180.0,4.529999999999999,true,120.0
112,6.0,540.0,9.29,true,240.0
113,2.0,180.0,4.529999999999999,true,120.0
114,6.0,540.0,9.29,true,121.0
115,1.0,90.0,3.34,true,121.0
116,1.0,90.0,3.34,true,240.0
117,6.0,540.0,9.29,true,120.0
118,2.0,180.0,4.529999999999999,true,121.0
119,1.0,90.0,3.34,true,120.0
120,6.0,540.0,9.29,true,120.0
121,1.0,90.0,3.34,true,121.0
122,2.0,180.00000000000006,4.529999999999999,true,242.0
123,5.0,450.0,8.1,true,120.0
124,2.0,180.0,4.529999999999999,true,120.0
125,5.0,449.99999999999994,8.1,true,120.0
126,3.0,269.99999999999994,5.72,true,121.0
127,1.0,90.0,3.34,true,120.0
128,1.0,90.0,3.34,true,241.0
129,4.0,360.0,6.91,true,121.0
130,5.0,449.99999999999994,8.1,true,121.0
131,3.0,270.0,5.72,true,120.0
132,5.0,449.99999999999994,8.1,true,120.0
133,1.0,90.0,3.34,true,120.0
134,1.0,90.0,3.34,true,120.0
135,3.0,270.0,5.72,true,120.0
136,2.0,180.0,4.529999999999999,true,121.0
137,1.0,90.0,3.34,true,240.0
138,6.0,540.0,9.29,true,120.0
139,5.0,449.99999999999994,8.1,true,241.0
140,2.0,179.99999999999994,4.529999999999999,true,120.0
141,3.0,270.0,5.72,true,240.0
142,5.0,450.0,8.1,true,241.0
143,7.0,630.0,10.48,true,241.0
144,1.0,90.0,3.34,true,121.0
145,6.0,540.0,9.29,true,120.0
146,1.0,90.0,3.34,true,123.0
147,2.0,180.0,4.529999999999999,true,240.0
148,1.0,90.0,3.34,true,242.0
149,2.0,180.0,4.529999999999999,true,120.0
150,1.0,90.0,3.34,true,241.0
151,2.0,179.99999999999994,4.529999999999999,true,120.0
152,3.0,270.0,5.72,true,360.0
153,1.0,89.99999999999994,3.34,true,120.0
154,2.0,180.0,4.529999999999999,true,240.0
155,6.0,540.0,9.29,true,120.0
156,5.0,449.99999999999994,8.1,true,121.0
157,1.0,89.99999999999994,3.34,true,120.0
158,3.0,269.99999999999994,5.72,true,120.0
159,4.0,360.0,6.91,true,120.0
160,1.0,90.0,3.34,true,122.0
161,6.0,540.0,9.29,true,240.0
162,1.0,90.0,3.34,true,240.0
163,2.0,180.0,4.529999999999999,true,241.0
164,5.0,450.0,8.1,true,360.0
165,11.0,989.9999999999999,15.239999999999998,true,120.0
166,8.0,720.0,11.67,true,242.0
167,1.0,89.99999999999994,3.34,true,120.0
168,1.0,90.0,3.34,true,120.0
169,4.0,360.0,6.91,true,360.0
170,4.0,359.99999999999994,6.91,true,120.0
171,5.0,450.0,8.1,true,240.0
172,2.0,180.0,4.529999999999999,true,360.0
173,10.0,900.0,14.05,true,242.0
174,6.0,540.0,9.29,true,124.0
175,3.0,270.0,5.72,true,122.0
176,4.0,360.0,6.91,true,480.0
177,2.0,180.00000000000006,4.529999999999999,true,120.0
178,1.0,90.0,3.34,true,240.0
179,2.0,180.00000000000006,4.529999999999999,true,121.0
180,7.0,630.0,10.48,true,360.0
181,1.0,90.00000000000006,3.34,true,120.0
182,4.0,359.99999999999994,6.91,true,126.0
183,3.0,269.99999999999994,5.72,true,123.0
184,7.0,630.0,10.48,true,840.0
185,2.0,179.99999999999994,4.529999999999999,true,120.0
186,4.0,360.0,6.91,true,242.0
187,4.0,360.00000000000006,6.91,true,120.0
188,3.0,270.0,5.72,true,360.0
189,1.0,90.0,3.34,true,602.0
190,1.0,90.0,3.34,true,840.0
191,4.0,360.0,6.91,true,603.0
192,3.0,270.0,5.72,true,1080.0
193,3.0,270.0,5.72,true,603.0
194,3.0,270.0,5.72,true,243.0
195,4.0,360.0,6.91,true,120.0
196,5.0,450.0000000000001,8.1,true,361.0
197,5.0,450.0,8.1,true,602.0
198,2.0,180.0,4.529999999999999,true,840.0
