Passenger ID,TravelDistance,TravelTime,Cost,Take Uber,Waiting Time
0,4.0,0.0,0.0,false,0.0
1,5.0,0.0,0.0,false,0.0
2,4.0,0.0,0.0,false,0.0
3,10.0,0.0,0.0,false,0.0
4,2.0,-6.999999999999998,4.058,true,2.0
5,1.0,-11.099999999999998,3.104,true,5.0
6,2.0,-9.399999999999999,4.058,true,2.0
7,3.0,0.0,0.0,false,0.0
8,2.0,-8.399999999999997,4.058,true,0.0
9,3.0,0.0,0.0,false,0.0
10,1.0,-18.099999999999994,3.104,true,8.0
11,5.0,0.0,0.0,false,0.0
12,1.0,-14.799999999999995,3.104,true,3.0
13,4.0,0.0,0.0,false,0.0
14,1.0,-23.199999999999996,3.104,true,9.0
15,3.0,-26.299999999999994,5.012,true,12.0
16,1.0,-18.499999999999993,3.104,true,4.0
17,5.0,0.0,0.0,false,0.0
18,1.0,-29.199999999999996,3.104,true,13.0
19,5.0,0.0,0.0,false,0.0
20,1.0,0.0,0.0,false,0.0
21,1.0,0.0,0.0,false,0.0
22,5.0,0.0,0.0,false,0.0
23,2.0,0.0,0.0,false,0.0
24,5.0,0.0,0.0,false,0.0
25,3.0,0.0,0.0,false,0.0
26,4.0,0.0,0.0,false,0.0
27,2.0,0.0,0.0,false,0.0
28,1.0,0.0,0.0,false,0.0
29,1.0,0.0,0.0,false,0.0
30,2.0,0.0,0.0,false,0.0
31,2.0,0.0,0.0,false,0.0
32,5.0,0.0,0.0,false,0.0
33,1.0,0.0,0.0,false,0.0
34,5.0,0.0,0.0,false,0.0
35,2.0,0.0,0.0,false,0.0
36,5.0,0.0,0.0,false,0.0
37,8.0,0.0,0.0,false,0.0
38,1.0,0.0,0.0,false,0.0
39,4.0,0.0,0.0,false,0.0
40,1.0,0.0,0.0,false,0.0
41,1.0,0.0,0.0,false,0.0
42,2.0,0.0,0.0,false,0.0
43,1.0,0.0,0.0,false,0.0
44,5.0,0.0,0.0,false,0.0
45,1.0,0.0,0.0,false,0.0
46,1.0,0.0,0.0,false,0.0
47,11.0,0.0,0.0,false,0.0
48,8.0,0.0,0.0,false,0.0
49,4.0,0.0,0.0,false,0.0
50,2.0,0.0,0.0,false,0.0
51,4.0,0.0,0.0,false,0.0
52,5.0,0.0,0.0,false,0.0
53,1.0,0.0,0.0,false,0.0
54,4.0,0.0,0.0,false,0.0
