Passenger ID,TravelDistance,TravelTime,Cost,Take Uber,Waiting Time
0,4.0,0.0,0.0,false,0.0
1,5.0,0.0,0.0,false,0.0
2,4.0,0.0,0.0,false,0.0
3,10.0,0.0,0.0,false,0.0
4,2.0,-4.999999999999998,4.058,true,0.0
5,1.0,-7.099999999999998,3.104,true,1.0
6,2.0,-7.399999999999998,4.058,true,0.0
7,3.0,0.0,0.0,false,0.0
8,2.0,-8.399999999999997,4.058,true,0.0
9,3.0,0.0,0.0,false,0.0
10,1.0,-11.099999999999996,3.104,true,1.0
11,5.0,0.0,0.0,false,0.0
12,1.0,-12.799999999999995,3.104,true,1.0
13,4.0,0.0,0.0,false,0.0
14,1.0,-14.199999999999994,3.104,true,0.0
15,3.0,0.0,0.0,false,0.0
16,1.0,-15.499999999999993,3.104,true,1.0
17,5.0,0.0,0.0,false,0.0
18,1.0,-17.199999999999996,3.104,true,1.0
19,5.0,0.0,0.0,false,0.0
20,1.0,-17.2,3.104,true,0.0
21,1.0,-19.5,3.104,true,2.0
22,5.0,0.0,0.0,false,0.0
23,2.0,-19.000000000000004,4.058,true,1.0
24,5.0,0.0,0.0,false,0.0
25,3.0,0.0,0.0,false,0.0
26,4.0,0.0,0.0,false,0.0
27,2.0,-20.80000000000001,4.058,true,1.0
28,1.0,-21.900000000000013,3.104,true,2.0
